model,alg,workers,buchi,ltl,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,buchisize,scclist
S_Eratosthenes-PT-050_LTLF_14_F_,ufscc,64,spotba,36,0.790,2016-07-15.01:07:57,0,1663,83202,1770,94559,1,0,0,1770,1770,2,-1
S_Eratosthenes-PT-050_LTLF_15_F_,ufscc,64,spotba,36,0.530,2016-07-15.01:07:59,32,522,38642,719,54819,1,1444,0,719,644,5,-1
S_Eratosthenes-PT-050_LTLF_1_F_,ufscc,64,spotba,36,0.750,2016-07-15.01:08:02,0,1460,79668,1569,91157,1,0,0,1569,1569,2,-1
S_Eratosthenes-PT-050_LTLF_4_F_,ufscc,64,spotba,36,0.780,2016-07-15.01:08:05,0,1496,80972,1601,92114,1,0,0,1601,1601,2,-1
S_Eratosthenes-PT-050_LTLF_9_F_,ufscc,64,spotba,36,0.630,2016-07-15.01:08:08,0,706,55356,804,65797,1,0,0,804,804,2,-1
S_Eratosthenes-PT-050_LTLS_0_F_,ufscc,64,spotba,36,0.730,2016-07-15.01:08:10,0,1210,74679,1318,86166,1,0,0,1318,1318,2,-1
S_Eratosthenes-PT-050_LTLS_1_F_,ufscc,64,spotba,36,0.810,2016-07-15.01:08:13,33,1638,76252,1932,93857,1,666,0,1932,1778,3,-1
S_Eratosthenes-PT-050_LTLS_2_F_,ufscc,64,spotba,36,0.790,2016-07-15.01:08:15,32,1613,77051,1877,93750,1,826,0,1877,1744,3,-1
S_Eratosthenes-PT-050_LTLS_5_F_,ufscc,64,spotba,36,0.820,2016-07-15.01:08:17,33,1303,72116,1526,89541,1,1184,0,1526,1437,3,-1
S_Eratosthenes-PT-050_LTLS_6_F_,ufscc,64,spotba,36,0.690,2016-07-15.01:08:20,0,1031,68201,1140,79745,1,0,0,1140,1140,2,-1
S_Eratosthenes-PT-100_LTLF_10_F_,ufscc,64,spotba,76,1.800,2016-07-15.01:08:39,0,2441,421608,2527,445874,1,0,0,2527,2527,2,-1
S_Eratosthenes-PT-100_LTLF_11_F_,ufscc,64,spotba,76,1.900,2016-07-15.01:08:44,520,3170,615188,3259,640222,1,6,0,3259,2739,5,-1
S_Eratosthenes-PT-100_LTLF_13_F_,ufscc,64,spotba,76,1.920,2016-07-15.01:08:50,0,3606,510350,3693,534876,1,0,0,3693,3693,2,-1
S_Eratosthenes-PT-100_LTLF_15_F_,ufscc,64,spotba,76,1.860,2016-07-15.01:08:55,0,2559,430483,2636,452231,1,0,0,2636,2636,5,-1
S_Eratosthenes-PT-100_LTLF_2_F_,ufscc,64,spotba,76,1.900,2016-07-15.01:09:00,0,3608,491564,3693,515538,1,0,0,3693,3693,2,-1
S_Eratosthenes-PT-100_LTLF_3_F_,ufscc,64,spotba,76,1.830,2016-07-15.01:09:05,0,3430,486464,3513,509871,1,0,0,3513,3513,2,-1
S_Eratosthenes-PT-100_LTLF_4_F_,ufscc,64,spotba,77,1.950,2016-07-15.01:09:10,0,3283,492336,3371,517114,3,0,0,3371,3371,2,-1
S_Eratosthenes-PT-100_LTLF_6_F_,ufscc,64,spotba,76,1.930,2016-07-15.01:09:15,0,3582,514857,3671,540175,1,0,0,3671,3671,2,-1
S_Eratosthenes-PT-100_LTLF_8_F_,ufscc,64,spotba,76,1.880,2016-07-15.01:09:19,0,3503,501482,3587,525172,1,0,0,3587,3587,4,-1
S_Eratosthenes-PT-100_LTLF_9_F_,ufscc,64,spotba,76,1.920,2016-07-15.01:09:24,0,3660,502386,3747,526590,2,0,0,3747,3747,2,-1
S_Eratosthenes-PT-100_LTLS_10_F_,ufscc,64,spotba,76,1.870,2016-07-15.01:09:29,0,3411,484819,3494,508234,1,0,0,3494,3494,2,-1
S_Eratosthenes-PT-100_LTLS_11_F_,ufscc,64,spotba,76,2.040,2016-07-15.01:09:34,73,3964,486948,4291,529815,2,4567,0,4291,4045,3,-1
S_Eratosthenes-PT-100_LTLS_12_F_,ufscc,64,spotba,76,1.850,2016-07-15.01:09:38,0,3570,488313,3658,513101,1,0,0,3658,3658,2,-1
S_Eratosthenes-PT-100_LTLS_13_F_,ufscc,64,spotba,76,1.930,2016-07-15.01:09:44,73,3748,473320,3996,513989,1,996,0,3996,3822,3,-1
S_Eratosthenes-PT-100_LTLS_14_F_,ufscc,64,spotba,76,2.020,2016-07-15.01:09:49,72,3637,470519,3858,509540,1,1351,0,3858,3705,3,-1
S_Eratosthenes-PT-100_LTLS_15_F_,ufscc,64,spotba,76,1.910,2016-07-15.01:09:54,0,3561,488572,3648,513063,1,0,0,3648,3648,2,-1
S_Eratosthenes-PT-100_LTLS_3_F_,ufscc,64,spotba,76,1.820,2016-07-15.01:09:58,0,3379,485031,3463,508709,1,0,0,3463,3463,2,-1
S_Eratosthenes-PT-100_LTLS_8_F_,ufscc,64,spotba,76,1.870,2016-07-15.01:10:03,0,3423,482757,3512,507773,1,0,0,3512,3512,2,-1
S_Eratosthenes-PT-100_LTLS_9_F_,ufscc,64,spotba,76,1.900,2016-07-15.01:10:08,0,3405,480831,3496,506424,1,0,0,3496,3496,2,-1
S_ERK-PT-001000_LTLF_13_F_,ufscc,64,spotba,1051,0.560,2016-07-15.01:10:12,0,45088,225588,48813,239524,0,0,44305,48804,48584,2,-1
S_ERK-PT-001000_LTLF_5_F_,ufscc,64,spotba,1105,0.540,2016-07-15.01:10:14,1,63813,577071,65025,584503,0,0,119722,64940,64861,4,-1
S_ERK-PT-001000_LTLF_9_F_,ufscc,64,spotba,1019,0.590,2016-07-15.01:10:16,0,40310,204496,44960,220893,0,0,44919,44948,44858,2,-1
S_ERK-PT-001000_LTLS_0_F_,ufscc,64,spotba,1006,0.520,2016-07-15.01:10:17,0,47542,250216,48341,254116,0,0,50220,48256,47824,2,-1
S_ERK-PT-001000_LTLS_10_F_,ufscc,64,spotba,1021,0.510,2016-07-15.01:10:19,0,53785,280308,56273,289481,0,0,54587,56250,56229,2,-1
S_ERK-PT-001000_LTLS_11_F_,ufscc,64,spotba,1019,0.530,2016-07-15.01:10:21,0,51525,275340,52400,278775,0,0,53494,52308,51968,2,-1
S_ERK-PT-001000_LTLS_12_F_,ufscc,64,spotba,1052,0.580,2016-07-15.01:10:24,0,39613,204200,44102,220120,0,0,46376,44091,43661,2,-1
S_ERK-PT-001000_LTLS_13_F_,ufscc,64,spotba,1016,0.500,2016-07-15.01:10:25,0,41476,216126,42598,220645,0,0,44314,42491,42423,2,-1
S_ERK-PT-001000_LTLS_14_F_,ufscc,64,spotba,1037,0.480,2016-07-15.01:10:27,0,47436,257763,48563,262770,0,0,51550,48476,47867,2,-1
S_ERK-PT-001000_LTLS_15_F_,ufscc,64,spotba,1013,0.510,2016-07-15.01:10:29,0,44453,231136,45687,236300,0,0,46761,45590,45505,2,-1
S_ERK-PT-001000_LTLS_1_F_,ufscc,64,spotba,1004,0.540,2016-07-15.01:10:31,0,43718,234168,44692,238391,0,0,49106,44611,44433,2,-1
S_ERK-PT-001000_LTLS_2_F_,ufscc,64,spotba,1020,0.550,2016-07-15.01:10:32,0,47689,238868,50708,249524,0,0,50055,50691,49968,2,-1
S_ERK-PT-001000_LTLS_3_F_,ufscc,64,spotba,1013,0.660,2016-07-15.01:10:35,0,45804,233472,52009,255600,0,0,51971,52002,51812,2,-1
S_ERK-PT-001000_LTLS_4_F_,ufscc,64,spotba,1010,0.490,2016-07-15.01:10:37,0,48522,251222,49753,255879,0,0,51536,49592,49542,2,-1
S_ERK-PT-001000_LTLS_5_F_,ufscc,64,spotba,1016,0.510,2016-07-15.01:10:38,0,51808,274665,53750,282626,0,0,56999,53699,53598,2,-1
S_ERK-PT-001000_LTLS_6_F_,ufscc,64,spotba,1016,0.520,2016-07-15.01:10:40,0,34943,181885,35844,185558,0,0,33064,35724,35674,2,-1
S_ERK-PT-001000_LTLS_7_F_,ufscc,64,spotba,1010,0.510,2016-07-15.01:10:42,0,47113,251149,48569,257022,0,0,50598,48496,48099,2,-1
S_ERK-PT-001000_LTLS_8_F_,ufscc,64,spotba,1028,0.520,2016-07-15.01:10:44,0,58096,300150,59297,304920,0,0,60181,59225,59112,2,-1
S_ERK-PT-001000_LTLS_9_F_,ufscc,64,spotba,1016,0.500,2016-07-15.01:10:46,0,53001,272456,54602,278635,0,0,57262,54519,54048,2,-1
S_ERK-PT-010000_LTLS_0_F_,ufscc,64,spotba,10013,0.840,2016-07-15.01:10:50,0,550666,2776530,556817,2810774,0,0,548694,556760,556602,2,-1
S_ERK-PT-010000_LTLS_1_F_,ufscc,64,spotba,10021,0.980,2016-07-15.01:10:52,0,517212,2630972,519443,2640125,0,0,503006,519333,517241,2,-1
S_ERK-PT-010000_LTLS_2_F_,ufscc,64,spotba,10018,0.930,2016-07-15.01:10:55,0,512430,2694948,513225,2698170,0,0,495279,513136,512981,2,-1
S_ERK-PT-010000_LTLS_3_F_,ufscc,64,spotba,10013,0.920,2016-07-15.01:10:57,0,528700,2704716,531545,2715611,0,0,522450,531463,529166,2,-1
S_ERK-PT-010000_LTLS_4_F_,ufscc,64,spotba,10010,0.980,2016-07-15.01:11:01,0,553906,2776259,559132,2795041,0,0,556158,559125,559107,2,-1
S_ERK-PT-010000_LTLS_5_F_,ufscc,64,spotba,10025,0.920,2016-07-15.01:11:03,0,484466,2506081,485457,2510315,0,0,450752,485360,485219,2,-1
S_ERK-PT-010000_LTLS_6_F_,ufscc,64,spotba,10004,0.910,2016-07-15.01:11:05,0,482148,2457369,484554,2467202,0,0,440131,484495,484453,2,-1
S_ERK-PT-010000_LTLS_7_F_,ufscc,64,spotba,10004,0.900,2016-07-15.01:11:08,0,482888,2532117,484052,2536780,0,0,512686,483922,482709,2,-1
S_ERK-PT-010000_LTLS_8_F_,ufscc,64,spotba,10019,0.950,2016-07-15.01:11:10,0,544292,2794233,545190,2797719,0,0,524135,545093,544672,2,-1
S_ERK-PT-010000_LTLS_9_F_,ufscc,64,spotba,10025,0.870,2016-07-15.01:11:13,0,540736,2806622,542645,2815346,0,0,517554,542567,542234,2,-1
S_ERK-PT-100000_LTLF_13_F_,ufscc,64,spotba,100022,28.390,2016-07-15.01:11:43,0,5311234,27635050,5314752,27650843,0,0,5298908,5314723,5314581,3,-1
S_ERK-PT-100000_LTLF_14_F_,ufscc,64,spotba,100023,28.250,2016-07-15.01:12:14,2,4560026,46624010,4561115,46632550,0,1,8538271,4561050,4560662,4,-1
S_ERK-PT-100000_LTLF_1_F_,ufscc,64,spotba,100018,28.670,2016-07-15.01:12:44,0,5092529,26803789,5093339,26807025,0,0,5082396,5093259,5092203,6,-1
S_ERK-PT-100000_LTLF_3_F_,ufscc,64,spotba,100003,28.500,2016-07-15.01:13:14,0,4610700,27470467,4612666,27478450,0,0,5364408,4612634,4612508,3,-1
S_ERK-PT-100000_LTLF_9_F_,ufscc,64,spotba,100008,28.340,2016-07-15.01:13:44,1,4597964,24715938,4599509,24724248,0,1,4702635,4599399,4599185,2,-1
S_ERK-PT-100000_LTLS_0_F_,ufscc,64,spotba,100028,28.470,2016-07-15.01:14:14,0,5529182,27991903,5539554,28039601,0,0,5533780,5539537,5539419,2,-1
S_ERK-PT-100000_LTLS_1_F_,ufscc,64,spotba,100004,28.590,2016-07-15.01:14:44,0,4518554,24087883,4519780,24093285,0,0,4314041,4519698,4518000,2,-1
S_ERK-PT-100000_LTLS_2_F_,ufscc,64,spotba,100021,28.370,2016-07-15.01:15:14,0,4737959,24239641,4741312,24252067,0,0,4829376,4741289,4741276,2,-1
S_ERK-PT-100000_LTLS_3_F_,ufscc,64,spotba,100029,28.350,2016-07-15.01:15:44,0,4594649,24651618,4595765,24656416,0,0,4435523,4595685,4586958,2,-1
S_ERK-PT-100000_LTLS_4_F_,ufscc,64,spotba,100004,28.230,2016-07-15.01:16:14,0,4214668,23670446,4215511,23673959,0,0,4435159,4215432,4215286,2,-1
S_ERK-PT-100000_LTLS_5_F_,ufscc,64,spotba,100037,28.220,2016-07-15.01:16:43,0,4504564,23617354,4505504,23621500,0,0,4354419,4505444,4505075,2,-1
S_ERK-PT-100000_LTLS_6_F_,ufscc,64,spotba,100030,28.500,2016-07-15.01:17:13,0,5568575,30180085,5569976,30186382,0,0,5517970,5569892,5569505,2,-1
S_ERK-PT-100000_LTLS_7_F_,ufscc,64,spotba,100014,28.330,2016-07-15.01:17:43,0,4551723,24210955,4552818,24215789,0,0,4356741,4552747,4552646,2,-1
S_ERK-PT-100000_LTLS_8_F_,ufscc,64,spotba,100047,28.450,2016-07-15.01:18:13,0,4970155,25390684,4971256,25394984,0,0,4770326,4971021,4970924,2,-1
S_FMS-PT-200_LTLS_7_F_,ufscc,64,spotba,206,0.640,2016-07-15.01:18:19,0,9628,48035,10438,51593,0,0,745,10438,10438,2,-1
S_FMS-PT-500_LTLF_14_F_,ufscc,64,spotba,512,0.710,2016-07-15.01:18:22,0,32509,160280,33096,162941,0,0,4639,33096,33096,7,-1
S_FMS-PT-500_LTLS_0_F_,ufscc,64,spotba,513,0.700,2016-07-15.01:18:24,0,31366,158634,32980,165394,0,0,3294,32980,32980,2,-1
S_FMS-PT-500_LTLS_10_F_,ufscc,64,spotba,511,0.740,2016-07-15.01:18:26,0,26552,135519,27412,139131,0,0,1644,27412,27412,2,-1
S_FMS-PT-500_LTLS_11_F_,ufscc,64,spotba,506,0.760,2016-07-15.01:18:29,0,20180,99817,25722,122849,0,0,3648,25722,25722,2,-1
S_FMS-PT-500_LTLS_12_F_,ufscc,64,spotba,519,0.780,2016-07-15.01:18:32,0,23336,114545,28790,137251,0,0,2410,28790,28790,2,-1
S_FMS-PT-500_LTLS_13_F_,ufscc,64,spotba,525,0.690,2016-07-15.01:18:34,0,25731,128323,27277,135310,0,0,854,27277,27277,2,-1
S_FMS-PT-500_LTLS_14_F_,ufscc,64,spotba,510,0.730,2016-07-15.01:18:36,0,21770,106774,26174,124659,0,0,1968,26174,26174,2,-1
S_FMS-PT-500_LTLS_2_F_,ufscc,64,spotba,510,0.700,2016-07-15.01:18:39,0,25756,135614,26422,138550,0,0,4389,26422,26422,2,-1
S_FMS-PT-500_LTLS_3_F_,ufscc,64,spotba,522,0.700,2016-07-15.01:18:41,0,25350,127982,26053,130961,0,0,2284,26053,26053,2,-1
S_FMS-PT-500_LTLS_4_F_,ufscc,64,spotba,506,0.720,2016-07-15.01:18:43,0,33429,172080,34047,174773,0,0,5786,34027,34027,2,-1
S_FMS-PT-500_LTLS_5_F_,ufscc,64,spotba,508,0.710,2016-07-15.01:18:45,0,27504,137772,28165,140628,0,0,2418,28165,28165,2,-1
S_FMS-PT-500_LTLS_6_F_,ufscc,64,spotba,511,0.670,2016-07-15.01:18:47,0,24520,125180,26006,131437,0,0,3531,26006,26006,2,-1
S_FMS-PT-500_LTLS_7_F_,ufscc,64,spotba,511,0.770,2016-07-15.01:18:50,0,23553,115610,28759,137236,0,0,3337,28759,28759,2,-1
S_FMS-PT-500_LTLS_8_F_,ufscc,64,spotba,513,0.680,2016-07-15.01:18:52,0,28096,143460,28731,146211,0,0,2439,28731,28731,2,-1
S_FMS-PT-500_LTLS_9_F_,ufscc,64,spotba,507,0.700,2016-07-15.01:18:54,0,29424,151888,30013,154502,0,0,3643,30013,30013,2,-1
S_HouseConstruction-PT-020_LTLF_0_F_,ufscc,64,spotba,362,0.730,2016-07-15.01:19:01,0,15544,52632,17715,57895,1,0,0,17715,17715,5,-1
S_HouseConstruction-PT-020_LTLF_13_F_,ufscc,64,spotba,362,0.760,2016-07-15.01:19:03,0,15695,52704,16750,55190,1,0,0,16750,16750,2,-1
S_HouseConstruction-PT-020_LTLF_14_F_,ufscc,64,spotba,362,0.740,2016-07-15.01:19:05,0,15578,52970,16899,56469,1,0,0,16899,16899,2,-1
S_HouseConstruction-PT-020_LTLF_1_F_,ufscc,64,spotba,362,0.710,2016-07-15.01:19:07,0,13393,45758,14844,49417,1,0,0,14844,14844,3,-1
S_HouseConstruction-PT-020_LTLF_3_F_,ufscc,64,spotba,362,0.740,2016-07-15.01:19:10,0,15111,50785,16289,53689,1,0,0,16289,16289,2,-1
S_HouseConstruction-PT-020_LTLF_4_F_,ufscc,64,spotba,362,0.690,2016-07-15.01:19:12,0,16051,54745,17430,58221,1,0,0,17430,17430,3,-1
S_HouseConstruction-PT-020_LTLF_5_F_,ufscc,64,spotba,362,0.740,2016-07-15.01:19:14,0,14216,49070,16186,54206,1,0,0,16186,16186,7,-1
S_HouseConstruction-PT-020_LTLF_6_F_,ufscc,64,spotba,362,0.740,2016-07-15.01:19:16,0,14695,49372,15886,52378,1,0,0,15886,15886,2,-1
S_HouseConstruction-PT-020_LTLF_7_F_,ufscc,64,spotba,362,0.760,2016-07-15.01:19:19,11083,18872,47007,20734,51809,1,10394,0,20734,9281,5,-1
S_HouseConstruction-PT-020_LTLF_9_F_,ufscc,64,spotba,362,0.740,2016-07-15.01:19:21,0,13160,45193,15481,50932,1,0,0,15481,15481,2,-1
S_HouseConstruction-PT-050_LTLF_0_F_,ufscc,64,spotba,902,0.780,2016-07-15.01:19:28,0,27026,94494,28286,97733,1,0,0,28286,28286,2,-1
S_HouseConstruction-PT-050_LTLF_11_F_,ufscc,64,spotba,902,0.740,2016-07-15.01:19:30,0,38366,129818,40498,135237,1,0,0,40498,40498,2,-1
S_HouseConstruction-PT-050_LTLF_14_F_,ufscc,64,spotba,903,0.780,2016-07-15.01:19:33,4026,42404,252324,44830,266090,2,26,0,44830,40732,6,-1
S_HouseConstruction-PT-050_LTLF_15_F_,ufscc,64,spotba,902,0.770,2016-07-15.01:19:35,0,36741,124586,38955,129919,1,0,0,38955,38955,4,-1
S_HouseConstruction-PT-050_LTLF_2_F_,ufscc,64,spotba,902,0.800,2016-07-15.01:19:38,0,38430,132346,39657,135363,1,0,0,39657,39657,2,-1
S_HouseConstruction-PT-050_LTLF_4_F_,ufscc,64,spotba,902,0.740,2016-07-15.01:19:40,0,35852,122412,37534,126753,1,0,0,37534,37534,3,-1
S_HouseConstruction-PT-050_LTLF_5_F_,ufscc,64,spotba,902,0.770,2016-07-15.01:19:43,0,38252,135417,39865,139515,1,0,0,39865,39865,5,-1
S_HouseConstruction-PT-050_LTLF_6_F_,ufscc,64,spotba,902,0.790,2016-07-15.01:19:45,106,39369,136717,40784,141941,1,0,0,40784,40678,9,-1
S_HouseConstruction-PT-050_LTLF_7_F_,ufscc,64,spotba,902,0.790,2016-07-15.01:19:48,0,36558,125428,39094,131265,1,0,0,39094,39094,3,-1
S_HouseConstruction-PT-050_LTLF_8_F_,ufscc,64,spotba,902,0.750,2016-07-15.01:19:50,0,39695,134539,41228,138393,1,0,0,41228,41228,2,-1
S_HouseConstruction-PT-050_LTLF_9_F_,ufscc,64,spotba,902,0.770,2016-07-15.01:19:52,0,33667,117246,35079,120768,1,0,0,35079,35079,2,-1
S_HouseConstruction-PT-050_LTLS_11_F_,ufscc,64,spotba,902,0.760,2016-07-15.01:19:54,0,35924,121717,37342,125313,1,0,0,37342,37342,2,-1
S_HouseConstruction-PT-100_LTLF_0_F_,ufscc,64,spotba,1802,0.790,2016-07-15.01:20:01,0,71909,246425,73447,250320,1,0,0,73447,73447,2,-1
S_HouseConstruction-PT-100_LTLF_11_F_,ufscc,64,spotba,1802,0.780,2016-07-15.01:20:03,0,83185,282333,86027,289212,1,0,0,86027,86027,2,-1
S_HouseConstruction-PT-100_LTLF_12_F_,ufscc,64,spotba,1802,0.840,2016-07-15.01:20:06,0,66703,225928,71497,236822,1,0,0,71497,71497,2,-1
S_HouseConstruction-PT-100_LTLF_15_F_,ufscc,64,spotba,1802,0.790,2016-07-15.01:20:08,0,78198,269225,79509,272475,1,0,0,79509,79509,2,-1
S_HouseConstruction-PT-100_LTLF_1_F_,ufscc,64,spotba,1802,0.760,2016-07-15.01:20:10,0,82649,282227,84182,286651,1,0,0,84182,84182,8,-1
S_HouseConstruction-PT-100_LTLF_3_F_,ufscc,64,spotba,1802,0.870,2016-07-15.01:20:45,0,79476,269520,85069,282335,1,0,0,85069,85069,2,-1
S_HouseConstruction-PT-100_LTLF_5_F_,ufscc,64,spotba,1802,0.800,2016-07-15.01:20:48,0,89658,302000,90934,305381,1,0,0,90934,90934,5,-1
S_HouseConstruction-PT-100_LTLF_6_F_,ufscc,64,spotba,1803,0.810,2016-07-15.01:20:50,186,79103,293962,83002,303807,1,0,0,83002,82816,3,-1
S_HouseConstruction-PT-100_LTLF_7_F_,ufscc,64,spotba,1802,0.760,2016-07-15.01:20:52,0,85453,286874,86693,290226,1,0,0,86693,86693,4,-1
S_HouseConstruction-PT-100_LTLF_9_F_,ufscc,64,spotba,1802,0.730,2016-07-15.01:20:55,0,66299,228915,67894,233163,1,0,0,67894,67894,2,-1
S_HouseConstruction-PT-100_LTLS_11_F_,ufscc,64,spotba,1802,0.850,2016-07-15.01:20:57,0,73824,252559,78408,263539,1,0,0,78408,78408,2,-1
S_HouseConstruction-PT-100_LTLS_15_F_,ufscc,64,spotba,1802,0.790,2016-07-15.01:21:00,0,53204,183079,56408,190906,1,0,0,56408,56408,2,-1
S_HouseConstruction-PT-100_LTLS_6_F_,ufscc,64,spotba,1802,0.790,2016-07-15.01:21:02,5788,82395,271094,83904,275112,1,0,0,83904,78101,2,-1
S_HouseConstruction-PT-200_LTLF_0_F_,ufscc,64,spotba,3602,0.820,2016-07-15.01:21:07,0,171184,583828,172761,587839,1,0,0,172761,172761,2,-1
S_HouseConstruction-PT-200_LTLF_10_F_,ufscc,64,spotba,3602,0.890,2016-07-15.01:21:10,0,174756,592315,179042,602587,1,0,0,179042,179042,3,-1
S_HouseConstruction-PT-200_LTLF_11_F_,ufscc,64,spotba,3602,0.850,2016-07-15.01:21:12,0,178783,614542,180156,618058,1,0,0,180156,180156,2,-1
S_HouseConstruction-PT-200_LTLF_12_F_,ufscc,64,spotba,3602,0.820,2016-07-15.01:21:14,0,168086,589381,171421,598222,1,0,0,171421,171421,3,-1
S_HouseConstruction-PT-200_LTLF_14_F_,ufscc,64,spotba,3602,0.870,2016-07-15.01:21:17,0,163748,555520,167779,565407,1,0,0,167779,167779,4,-1
S_HouseConstruction-PT-200_LTLF_15_F_,ufscc,64,spotba,3602,0.820,2016-07-15.01:21:20,0,165029,573746,166409,577122,1,0,0,166409,166409,2,-1
S_HouseConstruction-PT-200_LTLF_1_F_,ufscc,64,spotba,3602,0.830,2016-07-15.01:21:22,0,181860,629491,183081,632882,1,0,0,183081,183081,7,-1
S_HouseConstruction-PT-200_LTLF_4_F_,ufscc,64,spotba,3602,0.820,2016-07-15.01:21:24,0,152345,535732,153775,539421,1,0,0,153775,153775,3,-1
S_HouseConstruction-PT-200_LTLF_5_F_,ufscc,64,spotba,3602,0.850,2016-07-15.01:21:27,0,176379,605694,177473,608452,1,0,0,177473,177473,2,-1
S_HouseConstruction-PT-200_LTLF_6_F_,ufscc,64,spotba,3602,0.810,2016-07-15.01:21:29,0,171567,596966,173526,601727,1,0,0,173526,173526,2,-1
S_HouseConstruction-PT-200_LTLS_6_F_,ufscc,64,spotba,3602,0.830,2016-07-15.01:21:32,8680,187958,622246,191516,631831,1,2,0,191516,182825,2,-1
S_HouseConstruction-PT-200_LTLS_8_F_,ufscc,64,spotba,3602,0.890,2016-07-15.01:21:34,9821,175847,587029,179778,597505,1,155,0,179778,169583,2,-1
S_HouseConstruction-PT-500_LTLF_10_F_,ufscc,64,spotba,9002,1.060,2016-07-15.01:21:43,0,438310,1474172,440698,1479933,1,0,0,440698,440698,2,-1
S_HouseConstruction-PT-500_LTLF_11_F_,ufscc,64,spotba,9002,1.090,2016-07-15.01:21:45,0,475035,1605219,476185,1608164,1,0,0,476185,476185,4,-1
S_HouseConstruction-PT-500_LTLF_12_F_,ufscc,64,spotba,9002,1.120,2016-07-15.01:21:48,0,448933,1520337,451167,1525953,1,0,0,451167,451167,4,-1
S_HouseConstruction-PT-500_LTLF_13_F_,ufscc,64,spotba,9002,1.110,2016-07-15.01:21:51,0,468503,1553497,469968,1557132,1,0,0,469968,469968,3,-1
S_HouseConstruction-PT-500_LTLF_15_F_,ufscc,64,spotba,9002,1.050,2016-07-15.01:21:54,0,448451,1565791,450367,1570097,1,0,0,450367,450367,2,-1
S_HouseConstruction-PT-500_LTLF_1_F_,ufscc,64,spotba,9002,1.140,2016-07-15.01:21:57,0,451576,1505002,456799,1518032,1,0,0,456799,456799,2,-1
S_HouseConstruction-PT-500_LTLF_2_F_,ufscc,64,spotba,9002,1.090,2016-07-15.01:22:00,0,449897,1543630,451365,1547280,1,0,0,451365,451365,2,-1
S_HouseConstruction-PT-500_LTLF_3_F_,ufscc,64,spotba,9002,1.050,2016-07-15.01:22:02,0,438633,1493689,440059,1496985,1,0,0,440059,440059,2,-1
S_HouseConstruction-PT-500_LTLF_5_F_,ufscc,64,spotba,9002,1.030,2016-07-15.01:22:05,0,460481,1554475,462796,1560634,1,0,0,462796,462796,2,-1
S_HouseConstruction-PT-500_LTLF_6_F_,ufscc,64,spotba,9002,1.100,2016-07-15.01:22:08,0,455856,1545918,459100,1553323,1,0,0,459100,459100,2,-1
S_HouseConstruction-PT-500_LTLF_8_F_,ufscc,64,spotba,9002,1.200,2016-07-15.01:22:11,85001,413752,1346338,425409,1387692,1,33663,0,425409,339081,3,-1
S_HouseConstruction-PT-500_LTLF_9_F_,ufscc,64,spotba,9002,1.030,2016-07-15.01:22:13,0,443648,1517609,445478,1522461,1,0,0,445478,445478,2,-1
S_Kanban-PT-0500_LTLS_0_F_,ufscc,64,spotba,513,0.670,2016-07-15.01:22:21,0,20096,97853,20949,100672,0,0,9778,20949,20948,2,-1
S_Kanban-PT-0500_LTLS_1_F_,ufscc,64,spotba,525,0.570,2016-07-15.01:22:23,0,25403,120685,26145,123345,0,0,11108,26124,26100,2,-1
S_Kanban-PT-0500_LTLS_2_F_,ufscc,64,spotba,520,0.580,2016-07-15.01:22:25,0,21416,102059,22529,105850,0,0,7148,22516,22516,2,-1
S_Kanban-PT-0500_LTLS_3_F_,ufscc,64,spotba,521,0.600,2016-07-15.01:22:26,0,23099,111091,23896,114041,0,0,7937,23860,23853,2,-1
S_Kanban-PT-0500_LTLS_4_F_,ufscc,64,spotba,523,0.600,2016-07-15.01:22:28,0,22235,109775,22853,111849,0,0,9897,22853,22844,2,-1
S_Kanban-PT-1000_LTLF_10_F_,ufscc,64,spotba,1017,0.590,2016-07-15.01:22:31,0,49191,228801,50454,233128,0,0,21623,50454,50451,5,-1
S_Kanban-PT-1000_LTLF_6_F_,ufscc,64,spotba,1020,0.630,2016-07-15.01:22:33,0,40878,198661,42257,203214,0,0,17098,42257,42257,6,-1
S_Kanban-PT-1000_LTLS_0_F_,ufscc,64,spotba,1029,0.590,2016-07-15.01:22:35,0,53179,251530,55669,259688,0,0,24835,55669,55638,2,-1
S_Kanban-PT-1000_LTLS_1_F_,ufscc,64,spotba,1018,0.600,2016-07-15.01:22:37,0,46583,225692,47383,228350,0,0,21909,47383,47354,2,-1
S_Kanban-PT-1000_LTLS_2_F_,ufscc,64,spotba,1031,0.590,2016-07-15.01:22:39,0,41472,193201,42428,196564,0,0,13648,42428,42427,2,-1
S_Philosophers-PT-000020_LTLS_14_F_,ufscc,64,spotba,22,2.230,2016-07-15.01:23:12,690889,691799,1143747,691900,1147701,1,435208,0,691900,1287,1,-1
