model,alg,workers,buchi,ltl,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,buchisize,scclist
protocols.3_F_03,ufscc,64,spotba,25,0.120,2016-07-14.14:32:00,4,324,792,1050,2321,1,4,1,1050,1044,2,-1
protocols.3_F_04,ufscc,64,spotba,24,0.260,2016-07-14.14:32:02,998,1425,3058,7920,20453,2,4732,0,7920,1522,2,-1
protocols.3_F_05,ufscc,64,spotba,24,0.170,2016-07-14.14:32:04,0,407,1056,1223,2812,1,0,0,1223,1223,4,-1
protocols.4_F_01,ufscc,64,spotba,28,0.220,2016-07-14.14:32:06,0,1073,2740,1823,4276,0,0,1,1823,1823,2,-1
protocols.4_F_03,ufscc,64,spotba,25,0.210,2016-07-14.14:32:08,0,768,1894,1568,3469,0,0,2,1568,1568,2,-1
protocols.4_F_05,ufscc,64,spotba,31,0.240,2016-07-14.14:32:12,0,1264,3205,1941,4756,0,0,2,1941,1941,4,-1
protocols.5_F_01,ufscc,64,spotba,31,0.230,2016-07-14.14:32:14,0,1308,3160,2266,4926,0,0,1,2266,2266,2,-1
protocols.5_F_02,ufscc,64,spotba,86,0.260,2016-07-14.14:32:16,189,1127,2438,1847,3986,1,22,0,1847,1653,1,-1
protocols.5_F_03,ufscc,64,spotba,22,0.110,2016-07-14.14:32:20,0,304,799,934,2113,0,0,1,934,934,2,-1
protocols.5_F_04,ufscc,64,spotba,86,0.200,2016-07-14.14:32:21,128,898,1904,1650,3595,1,19,0,1650,1515,2,-1
protocols.5_F_05,ufscc,64,spotba,34,0.260,2016-07-14.14:32:23,0,1011,2602,1731,4070,0,0,1,1731,1731,4,-1
public_subscribe.1_F_01,ufscc,64,spotba,10,0.070,2016-07-14.14:32:26,0,59,93,593,1021,0,0,1,593,593,2,-1
public_subscribe.1_F_03,ufscc,64,spotba,10,0.110,2016-07-14.14:32:29,0,53,74,329,615,0,0,2,329,329,2,-1
public_subscribe.1_F_04,ufscc,64,spotba,25,0.120,2016-07-14.14:32:31,24,297,458,1616,2700,13,22,52,1586,1456,2,-1
public_subscribe.2_F_01,ufscc,64,spotba,10,0.090,2016-07-14.14:32:35,0,154,282,655,1467,0,0,1,655,655,2,-1
public_subscribe.2_F_03,ufscc,64,spotba,10,0.110,2016-07-14.14:32:41,0,184,364,705,1582,0,0,1,705,705,2,-1
public_subscribe.2_F_04,ufscc,64,spotba,27,0.190,2016-07-14.14:32:48,5,678,1439,1347,3036,2,0,12,1347,1342,2,-1
public_subscribe.3_F_01,ufscc,64,spotba,10,0.080,2016-07-14.14:32:54,0,164,309,522,1261,0,0,1,522,522,2,-1
public_subscribe.3_F_03,ufscc,64,spotba,10,0.100,2016-07-14.14:32:57,0,153,306,622,1432,0,0,1,622,622,2,-1
public_subscribe.3_F_04,ufscc,64,spotba,23,0.190,2016-07-14.14:33:03,6,678,1461,1285,2945,5,2,12,1285,1276,2,-1
public_subscribe.4_F_01,ufscc,64,spotba,10,0.090,2016-07-14.14:33:06,0,106,215,486,1188,0,0,1,486,486,2,-1
public_subscribe.4_F_03,ufscc,64,spotba,10,0.100,2016-07-14.14:33:09,0,169,311,701,1510,0,0,1,701,701,2,-1
public_subscribe.4_F_04,ufscc,64,spotba,27,0.210,2016-07-14.14:33:16,34,716,1498,1392,3106,8,8,17,1391,1346,2,-1
public_subscribe.5_F_01,ufscc,64,spotba,10,0.100,2016-07-14.14:33:20,0,173,369,563,1696,0,0,1,563,563,2,-1
public_subscribe.5_F_03,ufscc,64,spotba,10,0.140,2016-07-14.14:33:24,0,350,784,872,2280,0,0,1,872,872,2,-1
public_subscribe.5_F_04,ufscc,64,spotba,28,0.250,2016-07-14.14:33:28,6,963,2415,1451,4020,2,0,17,1449,1441,2,-1
rether.1_F_01,ufscc,64,spotba,69,0.190,2016-07-14.14:33:31,88,723,807,4410,5044,0,5,2,4410,3376,4,-1
rether.1_F_03,ufscc,64,spotba,55,0.180,2016-07-14.14:33:33,92,588,656,3743,4338,0,16,1,3743,2995,4,-1
rether.1_F_05,ufscc,64,spotba,52,0.160,2016-07-14.14:33:37,89,383,421,4400,5011,0,20,1,4400,3109,2,-1
rether.1_F_07,ufscc,64,spotba,58,0.140,2016-07-14.14:33:42,0,315,348,2626,3041,0,0,1,2626,2626,2,-1
rether.1_F_09,ufscc,64,spotba,53,0.160,2016-07-14.14:33:45,0,422,473,2837,3298,0,0,2,2837,2837,2,-1
rether.1_F_10,ufscc,64,spotba,53,0.160,2016-07-14.14:33:48,117,402,507,4637,5345,0,39,3,4637,2921,2,-1
rether.2_F_01,ufscc,64,spotba,26,0.110,2016-07-14.14:33:51,15,141,153,1862,2199,0,0,5,1862,1761,4,-1
rether.2_F_03,ufscc,64,spotba,26,0.080,2016-07-14.14:33:56,0,97,112,1384,1685,0,0,1,1384,1384,4,-1
rether.2_F_05,ufscc,64,spotba,26,0.140,2016-07-14.14:34:00,60,160,169,2771,3177,0,7,3,2771,1886,2,-1
rether.2_F_07,ufscc,64,spotba,26,0.100,2016-07-14.14:34:03,0,244,273,2104,2469,0,0,1,2104,2104,2,-1
rether.2_F_09,ufscc,64,spotba,76,0.270,2016-07-14.14:34:06,0,1456,1649,5007,5784,0,0,9,5007,4962,2,-1
rether.2_F_10,ufscc,64,spotba,26,0.090,2016-07-14.14:34:09,0,74,93,1388,1722,0,0,4,1388,1388,2,-1
rether.3_F_01,ufscc,64,spotba,117,0.420,2016-07-14.14:34:13,98,4116,4674,8116,9266,0,3,1,8116,7414,4,-1
rether.3_F_03,ufscc,64,spotba,127,0.380,2016-07-14.14:34:16,30,3994,4526,7534,8609,0,2,2,7534,7190,4,-1
rether.3_F_05,ufscc,64,spotba,94,0.390,2016-07-14.14:34:19,90,3116,3471,7428,8368,0,7,1,7428,6785,2,-1
rether.3_F_07,ufscc,64,spotba,113,0.410,2016-07-14.14:34:26,0,3935,4420,7077,8028,0,0,1,7077,7077,2,-1
rether.3_F_09,ufscc,64,spotba,129,0.460,2016-07-14.14:34:31,0,5025,5639,8021,9085,0,0,4,8021,8013,2,-1
rether.3_F_10,ufscc,64,spotba,113,0.400,2016-07-14.14:34:35,223,4342,4846,8985,10158,0,3,1,8985,7884,2,-1
rether.4_F_01,ufscc,64,spotba,76,0.310,2016-07-14.14:34:39,103,2840,3399,6929,8184,1,37,0,6929,5908,4,-1
rether.4_F_03,ufscc,64,spotba,154,0.460,2016-07-14.14:34:44,269,5360,6480,9358,11185,0,55,1,9358,7926,4,-1
rether.4_F_05,ufscc,64,spotba,77,0.280,2016-07-14.14:34:49,115,2088,2538,6909,8148,1,63,0,6909,5237,2,-1
rether.4_F_07,ufscc,64,spotba,130,0.260,2016-07-14.14:34:53,0,1376,1716,4013,4818,0,0,1,4013,4013,2,-1
rether.4_F_08,ufscc,64,spotba,82,0.370,2016-07-14.14:34:56,543,3343,4070,6932,9066,1,689,0,6932,5849,2,-1
rether.4_F_09,ufscc,64,spotba,137,0.430,2016-07-14.14:35:00,4,4887,6052,7733,9421,2,0,2,7733,7729,2,-1
rether.4_F_10,ufscc,64,spotba,87,0.290,2016-07-14.14:35:05,158,1983,2391,6854,8069,0,43,1,6854,4847,2,-1
rether.5_F_01,ufscc,64,spotba,115,0.550,2016-07-14.14:35:09,69,5308,6068,9209,10575,0,17,1,9209,8393,4,-1
rether.5_F_03,ufscc,64,spotba,181,0.500,2016-07-14.14:35:14,259,7140,8070,11378,12918,0,22,1,11378,10273,4,-1
rether.5_F_05,ufscc,64,spotba,183,0.540,2016-07-14.14:35:19,174,7606,8519,12558,14147,0,20,2,12558,11463,2,-1
rether.5_F_07,ufscc,64,spotba,182,0.520,2016-07-14.14:35:23,0,7522,8452,11083,12534,0,0,1,11083,11083,2,-1
rether.6_F_01,ufscc,64,spotba,86,0.300,2016-07-14.14:35:38,103,2227,2703,6188,7328,1,38,0,6188,4951,4,-1
rether.6_F_03,ufscc,64,spotba,81,0.400,2016-07-14.14:35:42,117,2121,2632,6253,7453,1,22,0,6253,5025,4,-1
rether.6_F_05,ufscc,64,spotba,86,0.380,2016-07-14.14:35:46,105,2535,3117,7054,8368,1,35,0,7054,5643,2,-1
rether.6_F_07,ufscc,64,spotba,149,0.530,2016-07-14.14:35:51,6,7376,8858,10572,12577,3,1,2,10572,10566,2,-1
rether.6_F_08,ufscc,64,spotba,79,0.350,2016-07-14.14:35:55,15,2287,2880,6081,8193,1,817,0,6081,5232,2,-1
rether.6_F_10,ufscc,64,spotba,86,0.280,2016-07-14.14:36:04,149,1470,1911,6306,7528,1,39,0,6306,4408,2,-1
rether.7_F_01,ufscc,64,spotba,163,0.520,2016-07-14.14:36:12,214,6511,7437,11285,12956,0,80,1,11285,9562,4,-1
rether.7_F_03,ufscc,64,spotba,155,0.480,2016-07-14.14:36:17,219,6092,6964,10452,12023,0,61,1,10452,9047,4,-1
rether.7_F_07,ufscc,64,spotba,165,0.320,2016-07-14.14:36:29,0,2132,2419,5370,6160,0,0,1,5370,5370,2,-1
rether.7_F_09,ufscc,64,spotba,190,0.510,2016-07-14.14:36:34,0,5695,6456,9439,10771,0,0,1,9439,9439,2,-1
rether.7_F_10,ufscc,64,spotba,156,0.540,2016-07-14.14:36:39,417,6943,7838,13178,14959,0,79,1,13178,10216,2,-1
szymanski.1_F_01,ufscc,64,spotba,26,0.210,2016-07-14.14:36:43,0,1014,2986,1608,4832,0,0,14,1608,1608,2,-1
szymanski.1_F_02,ufscc,64,spotba,17,0.160,2016-07-14.14:36:46,0,444,1453,847,2852,0,0,1,847,847,2,-1
szymanski.1_F_04,ufscc,64,spotba,72,0.410,2016-07-14.14:36:51,0,3862,10654,4852,13318,0,0,107,4852,4852,2,-1
szymanski.1_F_05,ufscc,64,spotba,22,0.150,2016-07-14.14:36:54,0,565,1852,1046,3605,0,0,2,1046,1046,2,-1
szymanski.2_F_01,ufscc,64,spotba,68,0.330,2016-07-14.14:36:57,0,1841,5324,2579,7435,0,0,3,2579,2579,2,-1
szymanski.2_F_02,ufscc,64,spotba,27,0.140,2016-07-14.14:37:00,0,379,1254,824,2779,0,0,1,824,824,2,-1
szymanski.2_F_04,ufscc,64,spotba,29,0.180,2016-07-14.14:37:03,0,635,1889,1296,3936,0,0,1,1296,1296,2,-1
szymanski.3_F_01,ufscc,64,spotba,27,0.330,2016-07-14.14:37:06,0,1269,5064,1578,6364,0,0,9,1578,1578,2,-1
szymanski.3_F_02,ufscc,64,spotba,24,0.190,2016-07-14.14:37:10,0,604,2576,934,4120,0,0,1,934,934,2,-1
szymanski.3_F_04,ufscc,64,spotba,77,0.490,2016-07-14.14:37:14,0,5158,19736,5517,21206,0,0,329,5517,5517,2,-1
szymanski.3_F_05,ufscc,64,spotba,26,0.170,2016-07-14.14:37:18,0,581,2428,975,4336,0,0,1,975,975,2,-1
szymanski.4_F_01,ufscc,64,spotba,23,0.290,2016-07-14.14:37:21,0,1152,4499,1432,5683,0,0,1,1432,1432,2,-1
szymanski.4_F_02,ufscc,64,spotba,29,0.260,2016-07-14.14:37:25,10,1335,5365,1769,7277,0,0,2,1769,1759,2,-1
szymanski.4_F_04,ufscc,64,spotba,27,0.240,2016-07-14.14:37:29,0,1046,4141,1478,5933,0,0,1,1478,1478,2,-1
szymanski.5_F_01,ufscc,64,spotba,32,0.360,2016-07-14.14:37:33,0,1787,8935,2057,10349,0,0,7,2057,2057,2,-1
szymanski.5_F_02,ufscc,64,spotba,22,0.280,2016-07-14.14:37:37,0,894,4765,1163,6344,0,0,1,1163,1163,2,-1
szymanski.5_F_04,ufscc,64,spotba,164,0.680,2016-07-14.14:37:42,0,10494,50375,10905,52486,0,0,1273,10905,10905,2,-1
szymanski.5_F_05,ufscc,64,spotba,22,0.280,2016-07-14.14:37:46,0,1003,5450,1343,7919,0,0,1,1343,1343,2,-1
anderson.1_F_01,ufscc,64,spotba,16,0.050,2016-07-15.01:23:19,0,93,178,453,923,0,0,1,453,453,2,-1
anderson.1_F_02,ufscc,64,spotba,19,0.090,2016-07-15.01:23:22,23,133,280,1194,2548,0,166,10,1194,1011,2,-1
anderson.1_F_05,ufscc,64,spotba,17,0.080,2016-07-15.01:23:24,0,49,90,351,699,0,0,1,351,351,2,-1
anderson.1_F_07,ufscc,64,spotba,29,0.140,2016-07-15.01:23:26,33,301,628,2178,4553,0,43,124,2168,2008,3,-1
anderson.1_F_08,ufscc,64,spotba,15,0.080,2016-07-15.01:23:28,13,155,315,795,1902,0,5,7,795,772,3,-1
anderson.1_F_09,ufscc,64,spotba,22,0.090,2016-07-15.01:23:31,0,70,235,392,1437,0,0,8,392,390,2,-1
anderson.2_F_01,ufscc,64,spotba,24,0.090,2016-07-15.01:23:33,0,248,568,674,1742,0,0,1,674,674,2,-1
anderson.2_F_05,ufscc,64,spotba,21,0.130,2016-07-15.01:23:35,0,307,669,785,1852,0,0,1,785,785,2,-1
anderson.2_F_08,ufscc,64,spotba,38,0.250,2016-07-15.01:23:37,606,1567,3998,3421,8807,0,1160,161,3403,1941,3,-1
anderson.3_F_01,ufscc,64,spotba,20,0.150,2016-07-15.01:23:40,0,656,1687,1341,3456,0,0,2,1341,1341,2,-1
anderson.3_F_02,ufscc,64,spotba,31,0.180,2016-07-15.01:23:42,243,1131,2507,2406,5657,0,288,5,2406,1820,2,-1
anderson.3_F_05,ufscc,64,spotba,20,0.190,2016-07-15.01:23:45,0,518,1224,1039,2544,0,0,1,1039,1039,2,-1
anderson.3_F_06,ufscc,64,spotba,78,0.460,2016-07-15.01:23:48,8773,15071,39188,18325,48258,1,11233,620,18312,7305,2,-1
anderson.3_F_07,ufscc,64,spotba,41,0.280,2016-07-15.01:23:51,60,1588,4249,2211,5857,0,15,9,2211,2148,3,-1
anderson.3_F_08,ufscc,64,spotba,42,0.310,2016-07-15.01:23:54,327,2873,7201,3487,9158,1,80,58,3467,3108,3,-1
anderson.3_F_09,ufscc,64,spotba,39,0.200,2016-07-15.01:23:56,0,1466,8876,2189,13754,0,0,40,2188,2185,2,-1
anderson.4_F_01,ufscc,64,spotba,32,0.170,2016-07-15.01:23:58,0,477,1329,691,2199,0,0,1,691,691,2,-1
anderson.4_F_05,ufscc,64,spotba,31,0.230,2016-07-15.01:24:00,0,611,1589,844,2509,0,0,1,844,844,2,-1
anderson.4_F_08,ufscc,64,spotba,26,0.230,2016-07-15.01:24:02,944,1979,4772,2658,6941,0,1086,38,2658,1501,3,-1
anderson.5_F_01,ufscc,64,spotba,61,0.340,2016-07-15.01:24:05,0,1312,4269,1512,5304,0,0,2,1512,1512,2,-1
anderson.5_F_02,ufscc,64,spotba,48,0.350,2016-07-15.01:24:07,1200,3021,7791,3215,8857,0,869,2,3215,2046,2,-1
anderson.5_F_05,ufscc,64,spotba,31,0.370,2016-07-15.01:24:10,0,2069,6937,2262,7952,0,0,1,2262,2262,2,-1
anderson.5_F_06,ufscc,64,spotba,1362,0.580,2016-07-15.01:24:12,129384,155069,356834,157009,364898,1,114217,1083,157009,25994,2,-1
anderson.5_F_07,ufscc,64,spotba,76,0.490,2016-07-15.01:24:15,79,4921,18145,5120,19165,0,12,38,5120,5043,3,-1
anderson.5_F_08,ufscc,64,spotba,30,0.300,2016-07-15.01:24:18,270,1823,5409,1978,6692,0,136,1,1978,1724,3,-1
anderson.5_F_09,ufscc,64,spotba,60,0.390,2016-07-15.01:24:20,0,2923,35976,3116,40620,0,0,7,3116,3116,2,-1
anderson.6_F_01,ufscc,64,spotba,42,0.260,2016-07-15.01:24:23,0,1518,5111,1700,6219,0,0,1,1700,1700,2,-1
anderson.6_F_05,ufscc,64,spotba,52,0.210,2016-07-15.01:24:25,0,632,2671,790,3679,0,0,1,790,790,2,-1
anderson.6_F_08,ufscc,64,spotba,34,0.400,2016-07-15.01:24:29,1819,3675,9559,3819,11034,0,1210,39,3819,2173,3,-1
anderson.7_F_01,ufscc,64,spotba,70,0.300,2016-07-15.01:24:31,0,1090,4192,1250,5212,0,0,1,1250,1250,2,-1
anderson.7_F_02,ufscc,64,spotba,65,0.500,2016-07-15.01:24:34,1495,4780,15308,4955,16469,0,1025,1,4955,3491,2,-1
anderson.7_F_05,ufscc,64,spotba,66,0.370,2016-07-15.01:24:36,0,2779,10074,2953,11173,0,0,1,2953,2953,2,-1
anderson.7_F_07,ufscc,64,spotba,97,0.520,2016-07-15.01:24:40,15,6203,25336,6387,26483,0,6,72,6387,6372,3,-1
anderson.7_F_09,ufscc,64,spotba,76,0.480,2016-07-15.01:24:45,0,4502,71870,4667,77787,0,0,22,4667,4667,2,-1
anderson.8_F_01,ufscc,64,spotba,50,0.340,2016-07-15.01:24:49,0,2009,7118,2153,8189,0,0,1,2153,2153,2,-1
anderson.8_F_05,ufscc,64,spotba,51,0.300,2016-07-15.01:24:51,0,1047,4814,1201,5953,0,0,1,1201,1201,2,-1
at.1_F_01,ufscc,64,spotba,2,0.030,2016-07-15.01:24:57,0,1,4,64,320,64,0,0,64,64,2,-1
at.1_F_02,ufscc,64,spotba,5,0.060,2016-07-15.01:25:01,0,21,99,175,907,153,0,0,175,175,2,-1
at.1_F_05,ufscc,64,spotba,8,0.130,2016-07-15.01:25:03,0,169,546,455,1703,118,0,0,455,455,2,-1
at.1_F_06,ufscc,64,spotba,3,0.040,2016-07-15.01:25:05,0,5,28,100,756,100,0,0,100,100,2,-1
at.2_F_01,ufscc,64,spotba,2,0.040,2016-07-15.01:25:07,0,1,4,64,320,64,0,0,64,64,2,-1
at.2_F_02,ufscc,64,spotba,4,0.050,2016-07-15.01:25:09,0,14,72,169,824,143,0,0,169,169,2,-1
at.2_F_05,ufscc,64,spotba,10,0.120,2016-07-15.01:25:13,0,125,373,330,1223,91,0,0,330,330,2,-1
at.2_F_06,ufscc,64,spotba,3,0.040,2016-07-15.01:25:15,0,5,28,91,732,91,0,0,91,91,2,-1
at.3_F_01,ufscc,64,spotba,2,0.040,2016-07-15.01:25:19,0,1,5,64,384,64,0,0,64,64,2,-1
at.3_F_02,ufscc,64,spotba,4,0.080,2016-07-15.01:25:21,0,18,115,113,709,106,0,0,113,113,2,-1
at.3_F_05,ufscc,64,spotba,9,0.120,2016-07-15.01:25:23,0,301,1168,575,2508,140,0,0,575,575,2,-1
at.3_F_06,ufscc,64,spotba,3,0.060,2016-07-15.01:25:26,0,5,45,72,774,72,0,0,72,72,2,-1
at.4_F_01,ufscc,64,spotba,2,0.040,2016-07-15.01:25:28,0,1,6,64,448,64,0,0,64,64,2,-1
at.4_F_02,ufscc,64,spotba,4,0.080,2016-07-15.01:25:31,0,38,263,196,1387,170,0,0,196,196,2,-1
at.4_F_05,ufscc,64,spotba,11,0.150,2016-07-15.01:25:34,0,359,1748,560,3007,155,0,0,560,560,2,-1
at.4_F_06,ufscc,64,spotba,3,0.080,2016-07-15.01:25:37,0,8,78,80,988,80,0,0,80,80,2,-1
at.5_F_01,ufscc,64,spotba,2,0.040,2016-07-15.01:25:40,0,1,6,64,448,64,0,0,64,64,2,-1
at.5_F_02,ufscc,64,spotba,5,0.070,2016-07-15.01:25:42,0,55,387,214,1513,176,0,0,214,214,2,-1
at.5_F_05,ufscc,64,spotba,16,0.170,2016-07-15.01:25:46,0,549,2408,736,3587,158,0,1,736,736,2,-1
at.5_F_06,ufscc,64,spotba,3,0.060,2016-07-15.01:25:49,0,8,78,84,1012,84,0,0,84,84,2,-1
at.5_F_07,ufscc,64,spotba,2,0.040,2016-07-15.01:25:52,0,1,6,64,448,64,0,0,64,64,2,-1
at.5_F_08,ufscc,64,spotba,4,0.060,2016-07-15.01:25:55,0,37,263,162,1136,143,0,0,162,162,2,-1
at.5_F_11,ufscc,64,spotba,8,0.150,2016-07-15.01:25:57,0,235,1250,433,2498,136,0,0,433,433,2,-1
at.5_F_12,ufscc,64,spotba,3,0.070,2016-07-15.01:26:00,0,9,78,87,1018,87,0,0,87,87,2,-1
at.6_F_01,ufscc,64,spotba,2,0.040,2016-07-15.01:26:02,0,1,6,64,448,64,0,0,64,64,2,-1
at.6_F_02,ufscc,64,spotba,4,0.080,2016-07-15.01:26:08,0,28,204,133,934,119,0,0,133,133,2,-1
at.6_F_05,ufscc,64,spotba,9,0.130,2016-07-15.01:26:10,0,302,1588,526,2976,151,0,0,526,526,2,-1
at.6_F_06,ufscc,64,spotba,3,0.060,2016-07-15.01:26:13,0,10,90,85,1006,85,0,0,85,85,2,-1
at.7_F_01,ufscc,64,spotba,2,0.050,2016-07-15.01:26:15,0,1,7,64,512,64,0,0,64,64,2,-1
at.7_F_02,ufscc,64,spotba,4,0.120,2016-07-15.01:26:20,0,31,259,152,1233,145,0,0,152,152,2,-1
at.7_F_05,ufscc,64,spotba,11,0.190,2016-07-15.01:26:23,0,526,2819,735,4277,170,0,1,735,735,2,-1
at.7_F_06,ufscc,64,spotba,3,0.070,2016-07-15.01:26:26,0,11,126,109,1499,109,0,0,109,109,2,-1
bakery.1_F_01,ufscc,64,spotba,12,0.090,2016-07-15.01:26:28,0,105,190,674,1302,0,0,1,674,674,2,-1
bakery.1_F_02,ufscc,64,spotba,89,0.320,2016-07-15.01:26:31,1050,2232,5510,15862,36856,1,7704,1473,15399,4408,2,-1
bakery.1_F_06,ufscc,64,spotba,89,0.400,2016-07-15.01:26:33,1223,2512,6177,12890,32261,5,7228,1403,12577,4901,2,-1
bakery.1_F_08,ufscc,64,spotba,22,0.130,2016-07-15.01:26:35,95,503,954,2098,4252,0,169,42,2088,1802,3,-1
bakery.2_F_01,ufscc,64,spotba,12,0.060,2016-07-15.01:26:37,0,55,98,504,1008,0,0,1,504,504,2,-1
bakery.2_F_02,ufscc,64,spotba,20,0.080,2016-07-15.01:26:40,16,123,239,718,1491,0,19,2,718,689,2,-1
bakery.2_F_05,ufscc,64,spotba,16,0.110,2016-07-15.01:26:41,0,69,115,577,1081,0,0,1,577,577,2,-1
bakery.2_F_06,ufscc,64,spotba,69,0.340,2016-07-15.01:26:44,779,1645,3940,11519,28547,4,5881,1140,11132,2739,2,-1
bakery.2_F_07,ufscc,64,spotba,31,0.100,2016-07-15.01:26:47,16,243,454,1305,2506,0,56,167,1262,1086,3,-1
bakery.2_F_08,ufscc,64,spotba,12,0.080,2016-07-15.01:26:49,0,145,277,739,1813,0,0,3,739,739,3,-1
bakery.2_F_09,ufscc,64,spotba,28,0.110,2016-07-15.01:26:52,0,194,659,1261,4456,0,0,333,1227,1102,2,-1
bakery.3_F_01,ufscc,64,spotba,15,0.140,2016-07-15.01:26:54,0,400,1044,941,2603,0,0,1,941,941,2,-1
bakery.3_F_02,ufscc,64,spotba,45,0.250,2016-07-15.01:26:56,854,2008,4591,3409,8073,1,1147,3,3409,2163,2,-1
bakery.3_F_05,ufscc,64,spotba,15,0.130,2016-07-15.01:26:59,0,436,1110,1029,2836,0,0,1,1029,1029,2,-1
bakery.3_F_06,ufscc,64,spotba,60,0.380,2016-07-15.01:27:01,4014,5513,14931,12325,34306,1,9826,4,12325,2336,2,-1
bakery.3_F_08,ufscc,64,spotba,41,0.340,2016-07-15.01:27:04,1282,3642,8710,4718,12207,11,1539,6,4718,3284,3,-1
bakery.4_F_01,ufscc,64,spotba,15,0.170,2016-07-15.01:27:05,0,664,1622,1202,3150,0,0,1,1202,1202,2,-1
bakery.4_F_02,ufscc,64,spotba,25,0.200,2016-07-15.01:27:07,129,826,2126,1515,4072,0,195,2,1515,1268,2,-1
bakery.4_F_05,ufscc,64,spotba,27,0.170,2016-07-15.01:27:10,0,806,1954,1362,3534,0,0,1,1362,1362,2,-1
bakery.4_F_06,ufscc,64,spotba,125,0.570,2016-07-15.01:27:13,20753,27369,69426,44882,119070,1,38898,714,44794,8038,2,-1
bakery.4_F_07,ufscc,64,spotba,61,0.300,2016-07-15.01:27:15,71,2836,6895,3954,9616,0,20,225,3923,3754,3,-1
bakery.4_F_08,ufscc,64,spotba,28,0.200,2016-07-15.01:27:17,15,898,2326,1505,4679,0,5,5,1505,1492,3,-1
bakery.4_F_09,ufscc,64,spotba,40,0.300,2016-07-15.01:27:20,0,2249,15565,2948,20873,0,0,302,2924,2885,2,-1
bakery.5_F_01,ufscc,64,spotba,36,0.320,2016-07-15.01:27:23,0,1908,5876,2265,7261,0,0,1,2265,2265,2,-1
bakery.5_F_02,ufscc,64,spotba,141,0.580,2016-07-15.01:27:26,14787,17609,44396,18475,47407,1,21207,14,18475,3843,2,-1
bakery.5_F_05,ufscc,64,spotba,18,0.100,2016-07-15.01:27:28,0,240,948,549,2248,0,0,1,549,549,2,-1
bakery.5_F_06,ufscc,64,spotba,113,0.600,2016-07-15.01:27:31,145226,146834,431776,163356,491516,1,297466,0,163356,3008,2,-1
bakery.5_F_08,ufscc,64,spotba,107,0.540,2016-07-15.01:27:35,3249,8449,23850,8840,26081,12,3519,3,8840,5812,3,-1
bakery.6_F_01,ufscc,64,spotba,18,0.200,2016-07-15.01:27:37,0,775,2768,1207,4536,0,0,1,1207,1207,2,-1
bakery.6_F_02,ufscc,64,spotba,39,0.250,2016-07-15.01:27:41,4,1450,4856,1779,6314,0,0,1,1779,1775,2,-1
bakery.6_F_05,ufscc,64,spotba,18,0.220,2016-07-15.01:27:43,0,797,2858,1131,4252,0,0,1,1131,1131,2,-1
bakery.6_F_06,ufscc,64,spotba,175,0.600,2016-07-15.01:27:46,175616,177460,452247,184211,475835,1,278427,7,184211,3415,2,-1
bakery.6_F_07,ufscc,64,spotba,73,0.370,2016-07-15.01:27:49,1,3061,9285,3429,10761,0,0,30,3429,3426,3,-1
bakery.6_F_08,ufscc,64,spotba,34,0.450,2016-07-15.01:27:52,850,4876,13443,5199,15272,0,1038,70,5199,4230,3,-1
bakery.6_F_09,ufscc,64,spotba,138,0.330,2016-07-15.01:27:55,0,1846,21998,2186,27287,0,0,65,2186,2178,2,-1
bakery.7_F_01,ufscc,64,spotba,38,0.360,2016-07-15.01:27:58,0,2518,7356,2870,8742,0,0,1,2870,2870,2,-1
bakery.7_F_02,ufscc,64,spotba,221,0.660,2016-07-15.01:28:03,265312,269722,841865,308597,980383,1,605497,426,308597,7488,2,-1
bakery.7_F_05,ufscc,64,spotba,18,0.230,2016-07-15.01:28:05,0,955,3353,1316,4842,0,0,1,1316,1316,2,-1
bakery.7_F_06,ufscc,64,spotba,194,0.610,2016-07-15.01:28:09,254712,259745,762958,283654,851135,1,513949,1,283654,6179,2,-1
bakery.7_F_08,ufscc,64,spotba,392,0.620,2016-07-15.01:28:13,219401,232170,702122,238840,726196,265,450833,136,238840,14251,3,-1
bakery.8_F_01,ufscc,64,spotba,21,0.230,2016-07-15.01:28:15,0,949,4402,1255,5981,0,0,1,1255,1255,2,-1
bakery.8_F_02,ufscc,64,spotba,74,0.510,2016-07-15.01:28:18,780,3998,13247,4263,14748,1,521,1,4263,3670,2,-1
bakery.8_F_05,ufscc,64,spotba,58,0.510,2016-07-15.01:28:21,0,4254,14816,4489,16053,0,0,1,4489,4489,2,-1
bakery.8_F_06,ufscc,64,spotba,104,0.820,2016-07-15.01:28:25,1793014,1795358,6538281,1798554,6553190,1,4739765,0,1798554,3823,2,-1
bakery.8_F_08,ufscc,64,spotba,105,2.420,2016-07-15.01:28:30,27718611,27726155,110996754,27858929,111589558,2890,83487395,18,27858929,10726,3,-1
bopdp.1_F_01,ufscc,64,spotba,20,0.120,2016-07-15.01:28:34,0,307,1074,1390,4520,0,0,1,1390,1390,2,-1
bopdp.1_F_03,ufscc,64,spotba,31,0.160,2016-07-15.01:28:37,0,375,1284,1676,5252,0,0,1,1676,1676,2,-1
bopdp.1_F_05,ufscc,64,spotba,20,0.110,2016-07-15.01:28:40,0,175,314,979,1545,0,0,1,979,979,2,-1
bopdp.1_F_07,ufscc,64,spotba,43,0.140,2016-07-15.01:28:43,0,447,749,1810,2855,0,0,1,1810,1810,2,-1
