model,alg,workers,buchi,ltl,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,buchisize,scclist

BridgeAndVehicles-PT-V10P10N10_LTLF_1_F_,ufscc,64,spotba,86,0.700,2016-07-05.07:06:20,14124,16419,50903,46105,148869,2,57719,0,46105,3869,4,-1
BridgeAndVehicles-PT-V20P10N10_LTLF_4_F_,ufscc,64,spotba,170,1.300,2016-07-05.07:06:37,83698,86999,272037,129545,412516,3,220753,0,129545,6475,2,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_10_T_,ufscc,64,spotba,-1,1.370,2016-07-05.07:06:43,87576,87576,275205,190627,615971,0,301780,0,190627,6092,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_11_T_,ufscc,64,spotba,-1,1.360,2016-07-05.07:06:49,87576,87576,275205,182084,587355,0,285127,0,182084,6186,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_13_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:07:16,82956,82956,261996,165681,533849,0,265037,0,165681,5889,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_14_T_,ufscc,64,spotba,-1,1.310,2016-07-05.07:07:43,82956,82956,261996,168738,548800,0,268205,0,168738,5849,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_1_F_,ufscc,64,spotba,177,1.330,2016-07-05.07:07:49,100544,104815,331192,131038,416923,1,245992,0,131038,6521,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_3_T_,ufscc,64,spotba,-1,1.320,2016-07-05.07:08:17,82956,82956,261996,169909,555829,0,272327,0,169909,6143,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_7_T_,ufscc,64,spotba,-1,1.150,2016-07-05.07:08:22,55832,55832,181886,103223,340534,0,176200,0,103223,4257,1,-1
BridgeAndVehicles-PT-V20P10N10_LTLS_8_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:08:50,82956,82956,261996,182620,594038,0,283604,0,182620,6062,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLF_12_T_,ufscc,64,spotba,-1,1.580,2016-07-05.07:09:09,109804,109804,352823,232912,775618,0,391209,0,232912,6136,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLS_10_T_,ufscc,64,spotba,-1,1.520,2016-07-05.07:09:47,105184,105184,339614,176349,579855,0,312435,0,176349,5792,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLS_11_T_,ufscc,64,spotba,-1,1.500,2016-07-05.07:10:16,105184,105184,339614,156715,513081,0,287354,0,156715,5732,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLS_14_T_,ufscc,64,spotba,-1,1.530,2016-07-05.07:10:36,109804,109804,352823,180072,588647,0,324703,0,180072,6045,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLS_1_T_,ufscc,64,spotba,-1,1.540,2016-07-05.07:11:06,105184,105184,339614,196952,652536,0,339357,0,196952,6109,1,-1
BridgeAndVehicles-PT-V20P10N20_LTLS_9_T_,ufscc,64,spotba,-1,1.540,2016-07-05.07:11:42,105184,105184,339614,200947,663269,0,356236,0,200947,6156,1,-1
BridgeAndVehicles-PT-V20P10N50_LTLS_11_T_,ufscc,64,spotba,-1,1.970,2016-07-05.07:12:35,110022,110022,353448,175574,577924,0,314797,0,175574,5777,1,-1
BridgeAndVehicles-PT-V20P10N50_LTLS_12_T_,ufscc,64,spotba,-1,2.140,2016-07-05.07:13:12,105402,105402,340239,211974,712656,0,372124,0,211974,6163,1,-1
BridgeAndVehicles-PT-V20P10N50_LTLS_5_T_,ufscc,64,spotba,-1,1.950,2016-07-05.07:13:50,105402,105402,340239,167108,544139,0,304240,0,167108,5756,1,-1
BridgeAndVehicles-PT-V20P10N50_LTLS_6_T_,ufscc,64,spotba,-1,1.990,2016-07-05.07:14:27,105402,105402,340239,188824,629774,0,337518,0,188824,6069,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_12_T_,ufscc,64,spotba,-1,1.350,2016-07-05.07:15:15,82956,82956,261996,163349,526263,0,259087,0,163349,6044,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_13_F_,ufscc,64,spotba,170,1.290,2016-07-05.07:15:21,77942,81141,255906,128559,410641,2,215111,0,128559,6395,2,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_2_F_,ufscc,64,spotba,207,0.820,2016-07-05.07:15:26,18732,21802,60188,29683,84382,1,40355,0,29683,4907,2,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_6_F_,ufscc,64,spotba,177,1.320,2016-07-05.07:15:32,93217,97247,308194,149917,487376,1,267869,0,149917,7088,3,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_7_F_,ufscc,64,spotba,170,0.820,2016-07-05.07:15:38,16054,19621,48990,31248,79439,1,30202,0,31248,5130,5,-1
BridgeAndVehicles-PT-V20P20N10_LTLF_8_T_,ufscc,64,spotba,-1,1.370,2016-07-05.07:15:44,111603,111603,363652,180282,594915,0,320656,0,180282,4396,5,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_0_T_,ufscc,64,spotba,-1,1.320,2016-07-05.07:15:50,87576,87576,275205,177395,574319,0,282543,0,177395,5853,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_10_F_,ufscc,64,spotba,177,1.270,2016-07-05.07:15:56,77244,80861,255974,103900,333695,1,195049,0,103900,6142,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_14_T_,ufscc,64,spotba,-1,1.310,2016-07-05.07:16:02,87576,87576,275205,174548,566962,0,274471,0,174548,5971,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_1_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:16:07,87576,87576,275205,175805,562577,0,280023,0,175805,5926,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_2_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:16:36,82956,82956,261996,162774,526235,0,257951,0,162774,6058,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_3_T_,ufscc,64,spotba,-1,1.150,2016-07-05.07:16:41,55832,55832,181886,104229,346685,0,177045,0,104229,4285,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_4_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:17:10,82956,82956,261996,162649,531727,0,265177,0,162649,5840,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_6_T_,ufscc,64,spotba,-1,1.330,2016-07-05.07:17:39,82956,82956,261996,177100,573971,0,273424,0,177100,6098,1,-1
BridgeAndVehicles-PT-V20P20N10_LTLS_8_F_,ufscc,64,spotba,177,1.280,2016-07-05.07:17:45,79890,83485,266132,108866,352557,1,205621,0,108866,6060,1,-1
BridgeAndVehicles-PT-V20P20N20_LTLS_13_T_,ufscc,64,spotba,-1,1.600,2016-07-05.07:18:36,118624,118624,386214,220814,739384,0,397941,0,220814,6143,1,-1
BridgeAndVehicles-PT-V20P20N20_LTLS_15_T_,ufscc,64,spotba,-1,1.570,2016-07-05.07:19:06,118624,118624,386214,194070,645970,0,359643,0,194070,6041,1,-1
BridgeAndVehicles-PT-V20P20N20_LTLS_7_T_,ufscc,64,spotba,-1,1.580,2016-07-05.07:19:42,118624,118624,386214,186471,615257,0,341488,0,186471,5783,1,-1
BridgeAndVehicles-PT-V20P20N50_LTLF_5_T_,ufscc,64,spotba,-1,2.120,2016-07-05.07:21:10,119042,119042,387429,199231,657290,0,366716,0,199231,5897,1,-1
BridgeAndVehicles-PT-V20P20N50_LTLS_1_T_,ufscc,64,spotba,-1,2.090,2016-07-05.07:22:00,119042,119042,387429,203413,684090,0,367414,0,203413,5765,1,-1
BridgeAndVehicles-PT-V20P20N50_LTLS_3_T_,ufscc,64,spotba,-1,2.160,2016-07-05.07:22:37,119042,119042,387429,210054,702267,0,378699,0,210054,6060,1,-1
BridgeAndVehicles-PT-V20P20N50_LTLS_4_T_,ufscc,64,spotba,-1,2.060,2016-07-05.07:23:15,119042,119042,387429,189264,625854,0,354302,0,189264,6168,1,-1
BridgeAndVehicles-PT-V20P20N50_LTLS_5_T_,ufscc,64,spotba,-1,2.110,2016-07-05.07:23:52,119042,119042,387429,218538,725454,0,393399,0,218538,6238,1,-1
CircularTrains-PT-024_LTLF_11_T_,ufscc,64,spotba,-1,0.830,2016-07-05.07:24:08,35739,35739,141540,43854,179361,0,113013,0,43854,2684,4,-1
CircularTrains-PT-024_LTLF_12_T_,ufscc,64,spotba,-1,1.080,2016-07-05.07:24:10,86515,173029,1048989,194067,1172099,0,565641,328996,187625,63449,2,-1
CircularTrains-PT-024_LTLF_14_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:12,35739,35739,141540,43740,176407,0,113630,0,43740,2888,1,-1
CircularTrains-PT-024_LTLF_1_T_,ufscc,64,spotba,-1,1.070,2016-07-05.07:24:15,82526,169040,1094423,192247,1231161,0,614559,329008,183312,63478,2,-1
CircularTrains-PT-024_LTLF_3_T_,ufscc,64,spotba,-1,0.990,2016-07-05.07:24:17,67582,67582,244606,84785,322883,0,195505,0,84785,2870,3,-1
CircularTrains-PT-024_LTLF_6_T_,ufscc,64,spotba,-1,1.070,2016-07-05.07:24:19,86515,173029,1048989,194509,1173410,0,565973,329143,187892,64956,2,-1
CircularTrains-PT-024_LTLF_7_T_,ufscc,64,spotba,-1,1.070,2016-07-05.07:24:22,86515,173029,1048989,195046,1177630,0,566715,329431,188470,62729,2,-1
CircularTrains-PT-024_LTLF_8_T_,ufscc,64,spotba,-1,1.070,2016-07-05.07:24:24,82526,169040,1094423,188429,1214464,0,614800,328672,182848,63626,2,-1
CircularTrains-PT-024_LTLS_0_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:26,35739,35739,141540,44636,182486,0,114714,0,44636,2858,1,-1
CircularTrains-PT-024_LTLS_10_T_,ufscc,64,spotba,-1,0.640,2016-07-05.07:24:28,18570,18570,47779,27524,82559,0,38161,0,27524,2843,1,-1
CircularTrains-PT-024_LTLS_11_T_,ufscc,64,spotba,-1,0.650,2016-07-05.07:24:30,18570,18570,47779,27202,82038,0,38088,0,27202,2909,1,-1
CircularTrains-PT-024_LTLS_12_T_,ufscc,64,spotba,-1,0.650,2016-07-05.07:24:32,18570,18570,47779,29331,91798,0,40410,0,29331,2759,1,-1
CircularTrains-PT-024_LTLS_13_T_,ufscc,64,spotba,-1,0.650,2016-07-05.07:24:34,18570,18570,47779,28807,89559,0,41144,0,28807,2727,1,-1
CircularTrains-PT-024_LTLS_14_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:36,35739,35739,141540,43317,175136,0,113347,0,43317,2797,1,-1
CircularTrains-PT-024_LTLS_15_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:38,35739,35739,141540,44883,182779,0,114434,0,44883,2810,1,-1
CircularTrains-PT-024_LTLS_1_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:40,35739,35739,141540,45849,189416,0,116558,0,45849,2824,1,-1
CircularTrains-PT-024_LTLS_2_T_,ufscc,64,spotba,-1,0.640,2016-07-05.07:24:42,18570,18570,47779,27168,81791,0,38002,0,27168,2805,1,-1
CircularTrains-PT-024_LTLS_3_T_,ufscc,64,spotba,-1,0.660,2016-07-05.07:24:44,18570,18570,47779,27595,82252,0,38321,0,27595,2700,1,-1
CircularTrains-PT-024_LTLS_4_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:46,35739,35739,141540,43972,179255,0,114350,0,43972,2705,1,-1
CircularTrains-PT-024_LTLS_5_T_,ufscc,64,spotba,-1,0.830,2016-07-05.07:24:48,35739,35739,141540,42954,173009,0,112504,0,42954,2828,1,-1
CircularTrains-PT-024_LTLS_6_T_,ufscc,64,spotba,-1,0.830,2016-07-05.07:24:50,35739,35739,141540,43245,175374,0,113212,0,43245,2923,1,-1
CircularTrains-PT-024_LTLS_7_T_,ufscc,64,spotba,-1,0.640,2016-07-05.07:24:52,18570,18570,47779,27074,81649,0,37572,0,27074,2705,1,-1
CircularTrains-PT-024_LTLS_8_T_,ufscc,64,spotba,-1,0.830,2016-07-05.07:24:55,35739,35739,141540,42854,173097,0,112409,0,42854,2901,1,-1
CircularTrains-PT-024_LTLS_9_T_,ufscc,64,spotba,-1,0.840,2016-07-05.07:24:57,35739,35739,141540,44402,181005,0,114412,0,44402,2789,1,-1
CircularTrains-PT-048_LTLF_11_F_,ufscc,64,spotba,127,1.230,2016-07-05.07:25:05,0,7997,51334,8123,53411,0,0,1,8123,8123,2,-1
CircularTrains-PT-048_LTLF_15_F_,ufscc,64,spotba,217,1.350,2016-07-05.07:25:08,0,11386,61541,11520,63649,0,0,1,11520,11520,3,-1
CircularTrains-PT-048_LTLF_1_F_,ufscc,64,spotba,217,1.300,2016-07-05.07:25:12,0,9870,57766,9992,59767,0,0,1,9992,9992,2,-1
CircularTrains-PT-048_LTLF_2_F_,ufscc,64,spotba,218,1.340,2016-07-05.07:25:15,0,11347,61809,11516,64052,0,0,2,11516,11516,2,-1
CircularTrains-PT-048_LTLF_6_F_,ufscc,64,spotba,142,1.260,2016-07-05.07:25:17,14,8580,54208,8708,56305,0,0,1,8708,8694,10,-1
CircularTrains-PT-048_LTLF_7_F_,ufscc,64,spotba,220,1.330,2016-07-05.07:25:20,0,11086,60818,11215,62871,0,0,1,11215,11215,2,-1
CircularTrains-PT-048_LTLF_8_F_,ufscc,64,spotba,150,1.260,2016-07-05.07:25:23,0,8586,53426,8710,55473,0,0,1,8710,8710,2,-1
CircularTrains-PT-048_LTLF_9_F_,ufscc,64,spotba,221,1.340,2016-07-05.07:25:26,0,11071,61272,11207,63396,0,0,1,11207,11207,6,-1
CSRepetitions-PT-04_LTLF_15_T_,ufscc,64,spotba,-1,2.360,2016-07-05.07:25:32,589824,589824,1048576,593847,1080912,0,467653,0,593847,1071,2,-1
CSRepetitions-PT-04_LTLS_10_T_,ufscc,64,spotba,-1,2.360,2016-07-05.07:25:38,589824,589824,1048576,593771,1080032,0,467233,0,593771,1091,1,-1
CSRepetitions-PT-04_LTLS_15_T_,ufscc,64,spotba,-1,2.360,2016-07-05.07:25:44,589824,589824,1048576,594409,1085712,0,468642,0,594409,1127,1,-1
CSRepetitions-PT-04_LTLS_1_T_,ufscc,64,spotba,-1,2.370,2016-07-05.07:25:50,589824,589824,1048576,593881,1081568,0,467933,0,593881,1098,1,-1
CSRepetitions-PT-04_LTLS_6_T_,ufscc,64,spotba,-1,2.360,2016-07-05.07:25:56,589824,589824,1048576,594702,1088928,0,469985,0,594702,1088,1,-1
Diffusion2D-PT-D05N100_LTLS_1_F_,ufscc,64,spotba,103,0.570,2016-07-05.07:26:00,0,3295,66693,5159,96042,0,0,6756,5159,5159,2,-1
Diffusion2D-PT-D05N100_LTLS_2_F_,ufscc,64,spotba,103,0.550,2016-07-05.07:26:02,0,2897,57979,4886,89506,0,0,6147,4886,4886,2,-1
Diffusion2D-PT-D05N100_LTLS_4_F_,ufscc,64,spotba,103,0.560,2016-07-05.07:26:04,0,3314,67718,5036,95106,0,0,6476,5036,5036,2,-1
Diffusion2D-PT-D05N150_LTLS_0_F_,ufscc,64,spotba,153,0.610,2016-07-05.07:26:06,0,5421,111351,7239,139984,0,0,9754,7239,7239,2,-1
Diffusion2D-PT-D05N150_LTLS_1_F_,ufscc,64,spotba,153,0.610,2016-07-05.07:26:08,0,5655,112050,7323,138307,0,0,9099,7323,7323,2,-1
Diffusion2D-PT-D05N150_LTLS_2_F_,ufscc,64,spotba,153,0.610,2016-07-05.07:26:10,0,6293,130531,7611,151197,0,0,9864,7611,7611,2,-1
Diffusion2D-PT-D05N150_LTLS_3_F_,ufscc,64,spotba,153,0.610,2016-07-05.07:26:12,0,5428,112375,7094,138654,0,0,9664,7094,7094,2,-1
Diffusion2D-PT-D05N150_LTLS_4_F_,ufscc,64,spotba,153,0.590,2016-07-05.07:26:14,0,4655,96925,6119,120439,0,0,7642,6119,6119,2,-1
Diffusion2D-PT-D05N150_LTLS_5_F_,ufscc,64,spotba,153,0.610,2016-07-05.07:26:16,0,5892,123291,7361,146606,0,0,9767,7361,7361,2,-1
Diffusion2D-PT-D05N150_LTLS_6_F_,ufscc,64,spotba,153,0.620,2016-07-05.07:26:18,0,5849,123192,7916,156149,0,0,10636,7916,7916,2,-1
Diffusion2D-PT-D05N150_LTLS_7_F_,ufscc,64,spotba,153,0.600,2016-07-05.07:26:21,0,5618,117423,7081,140912,0,0,9326,7080,7080,2,-1
Diffusion2D-PT-D05N150_LTLS_8_F_,ufscc,64,spotba,153,0.600,2016-07-05.07:26:23,0,5717,117690,7233,141683,0,0,9467,7233,7233,2,-1
Diffusion2D-PT-D05N150_LTLS_9_F_,ufscc,64,spotba,154,0.600,2016-07-05.07:26:25,0,7013,143885,8202,162506,0,0,10665,8202,8202,2,-1
Diffusion2D-PT-D05N200_LTLS_0_F_,ufscc,64,spotba,205,0.640,2016-07-05.07:26:27,0,9067,184944,10732,210994,0,0,14823,10732,10732,2,-1
Diffusion2D-PT-D05N200_LTLS_1_F_,ufscc,64,spotba,203,0.630,2016-07-05.07:26:29,0,8673,183366,10013,204406,0,0,14564,10013,10013,2,-1
Diffusion2D-PT-D05N200_LTLS_2_F_,ufscc,64,spotba,203,0.630,2016-07-05.07:26:31,0,8083,168150,9855,196918,0,0,13148,9855,9855,2,-1
Diffusion2D-PT-D05N250_LTLF_1_F_,ufscc,64,spotba,254,0.640,2016-07-05.07:26:33,0,10490,225697,12103,251685,0,0,17878,12103,12103,4,-1
Diffusion2D-PT-D05N250_LTLF_6_F_,ufscc,64,spotba,257,0.630,2016-07-05.07:26:36,0,11814,243807,13213,266157,0,0,16858,13213,13213,2,-1
Diffusion2D-PT-D05N250_LTLS_0_F_,ufscc,64,spotba,253,0.650,2016-07-05.07:26:38,0,11928,256005,13601,282864,0,0,20104,13601,13601,2,-1
Diffusion2D-PT-D05N250_LTLS_1_F_,ufscc,64,spotba,253,0.640,2016-07-05.07:26:40,0,11225,240197,13091,269707,0,0,17487,13091,13091,2,-1
Diffusion2D-PT-D05N250_LTLS_2_F_,ufscc,64,spotba,253,0.630,2016-07-05.07:26:42,0,12321,255214,13670,276322,0,0,19149,13670,13670,2,-1
Diffusion2D-PT-D05N250_LTLS_3_F_,ufscc,64,spotba,253,0.660,2016-07-05.07:26:44,0,10699,221059,13397,263981,0,0,16238,13397,13397,2,-1
Diffusion2D-PT-D05N250_LTLS_4_F_,ufscc,64,spotba,253,0.640,2016-07-05.07:26:46,0,10109,208288,11961,237628,0,0,15341,11961,11961,2,-1
Diffusion2D-PT-D05N300_LTLS_0_F_,ufscc,64,spotba,303,0.650,2016-07-05.07:26:48,0,15054,319575,17049,351331,0,0,23283,17049,17049,2,-1
Diffusion2D-PT-D05N300_LTLS_1_F_,ufscc,64,spotba,303,0.650,2016-07-05.07:26:50,0,12641,272187,14393,299871,0,0,19835,14393,14393,2,-1
Diffusion2D-PT-D05N350_LTLS_0_F_,ufscc,64,spotba,354,0.650,2016-07-05.07:26:54,0,16911,361965,18918,393609,0,0,27554,18918,18918,2,-1
Diffusion2D-PT-D05N350_LTLS_1_F_,ufscc,64,spotba,353,0.650,2016-07-05.07:26:57,0,16372,347764,18352,378977,0,0,26364,18352,18352,2,-1
Diffusion2D-PT-D05N350_LTLS_2_F_,ufscc,64,spotba,354,0.640,2016-07-05.07:26:59,0,16584,348338,18104,372295,0,0,25266,18103,18103,2,-1
Diffusion2D-PT-D10N150_LTLS_0_F_,ufscc,64,spotba,153,1.320,2016-07-05.07:27:16,0,4163,89079,6568,127575,0,0,7431,6568,6568,2,-1
Diffusion2D-PT-D10N200_LTLF_0_F_,ufscc,64,spotba,203,1.450,2016-07-05.07:27:22,0,4629,104799,8167,161023,0,0,10000,8167,8167,2,-1
Diffusion2D-PT-D10N200_LTLS_0_F_,ufscc,64,spotba,203,1.570,2016-07-05.07:27:27,0,6191,139086,8394,173966,0,0,11465,8394,8394,2,-1
Diffusion2D-PT-D10N200_LTLS_1_F_,ufscc,64,spotba,203,1.640,2016-07-05.07:27:32,0,6509,150517,9956,205877,0,0,13483,9956,9956,2,-1
Eratosthenes-PT-050_LTLF_10_F_,ufscc,64,spotba,35,0.740,2016-07-05.07:27:42,0,1636,87894,1736,98434,2,0,0,1736,1736,2,-1
Eratosthenes-PT-050_LTLF_11_F_,ufscc,64,spotba,35,0.730,2016-07-05.07:27:44,0,1491,85399,1601,96989,1,0,0,1601,1601,3,-1
Eratosthenes-PT-050_LTLF_12_F_,ufscc,64,spotba,35,0.730,2016-07-05.07:27:46,0,1748,85556,1855,96810,2,0,0,1855,1855,2,-1
Eratosthenes-PT-050_LTLF_13_F_,ufscc,64,spotba,35,0.700,2016-07-05.07:27:48,0,1202,79694,1311,91345,1,0,0,1311,1311,2,-1
Eratosthenes-PT-050_LTLF_14_F_,ufscc,64,spotba,35,0.730,2016-07-05.07:27:50,0,1715,84708,1821,95784,3,0,0,1821,1821,2,-1
Eratosthenes-PT-050_LTLF_15_F_,ufscc,64,spotba,35,0.740,2016-07-05.07:27:53,32,1588,78184,1871,94835,1,986,0,1871,1715,5,-1
Eratosthenes-PT-050_LTLF_1_F_,ufscc,64,spotba,35,0.700,2016-07-05.07:27:55,0,1400,80006,1508,91430,1,0,0,1508,1508,2,-1
Eratosthenes-PT-050_LTLF_4_F_,ufscc,64,spotba,35,0.720,2016-07-05.07:27:58,0,1691,84460,1799,95401,5,0,0,1799,1799,2,-1
Eratosthenes-PT-050_LTLF_9_F_,ufscc,64,spotba,35,0.740,2016-07-05.07:28:00,0,1566,86610,1673,98321,3,0,0,1673,1673,2,-1
Eratosthenes-PT-050_LTLS_0_F_,ufscc,64,spotba,35,0.720,2016-07-05.07:28:02,0,1686,84042,1791,94988,3,0,0,1791,1791,2,-1
Eratosthenes-PT-050_LTLS_1_F_,ufscc,64,spotba,35,0.730,2016-07-05.07:28:04,33,1507,75123,1769,92266,1,575,0,1769,1642,3,-1
Eratosthenes-PT-050_LTLS_2_F_,ufscc,64,spotba,35,0.740,2016-07-05.07:28:06,32,1595,77370,1852,93172,3,822,0,1852,1719,3,-1
Eratosthenes-PT-050_LTLS_5_F_,ufscc,64,spotba,35,0.750,2016-07-05.07:28:09,33,1653,77557,1941,95364,2,1172,0,1941,1792,3,-1
Eratosthenes-PT-050_LTLS_6_F_,ufscc,64,spotba,35,0.710,2016-07-05.07:28:11,0,1603,83862,1709,95155,1,0,0,1709,1709,2,-1
Eratosthenes-PT-100_LTLF_10_F_,ufscc,64,spotba,75,1.840,2016-07-05.07:28:30,0,3919,499782,4009,525104,1,0,0,4009,4009,2,-1
Eratosthenes-PT-100_LTLF_12_F_,ufscc,64,spotba,75,1.840,2016-07-05.07:28:36,0,3659,493944,3749,519284,1,0,0,3749,3749,2,-1
Eratosthenes-PT-100_LTLF_13_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:28:40,0,3595,507881,3686,533478,1,0,0,3686,3686,2,-1
Eratosthenes-PT-100_LTLF_15_F_,ufscc,64,spotba,75,1.820,2016-07-05.07:28:44,0,3338,478566,3430,504465,1,0,0,3430,3430,5,-1
Eratosthenes-PT-100_LTLF_2_F_,ufscc,64,spotba,75,1.840,2016-07-05.07:28:49,0,3767,497156,3852,521122,1,0,0,3852,3852,2,-1
Eratosthenes-PT-100_LTLF_3_F_,ufscc,64,spotba,75,1.840,2016-07-05.07:28:53,0,3766,493676,3855,518716,1,0,0,3855,3855,2,-1
Eratosthenes-PT-100_LTLF_4_F_,ufscc,64,spotba,75,1.840,2016-07-05.07:28:57,0,3628,505427,3720,531313,1,0,0,3720,3720,2,-1
Eratosthenes-PT-100_LTLF_6_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:29:02,0,3334,504027,3424,529339,1,0,0,3424,3424,2,-1
Eratosthenes-PT-100_LTLF_8_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:29:07,0,3530,501099,3617,525601,1,0,0,3617,3617,4,-1
Eratosthenes-PT-100_LTLF_9_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:29:11,0,3727,503082,3823,530079,1,0,0,3823,3823,2,-1
Eratosthenes-PT-100_LTLS_10_F_,ufscc,64,spotba,75,1.790,2016-07-05.07:29:17,0,3823,496537,3914,521874,2,0,0,3914,3914,2,-1
Eratosthenes-PT-100_LTLS_11_F_,ufscc,64,spotba,75,1.900,2016-07-05.07:29:22,73,3535,474341,3870,518028,1,5003,0,3870,3618,3,-1
Eratosthenes-PT-100_LTLS_12_F_,ufscc,64,spotba,75,1.790,2016-07-05.07:29:26,0,3650,494856,3742,520754,1,0,0,3742,3742,2,-1
Eratosthenes-PT-100_LTLS_13_F_,ufscc,64,spotba,75,1.900,2016-07-05.07:29:31,73,3506,461151,3797,503928,1,1370,0,3797,3588,3,-1
Eratosthenes-PT-100_LTLS_14_F_,ufscc,64,spotba,75,1.860,2016-07-05.07:29:36,72,3593,471506,3859,511320,1,1174,0,3859,3664,3,-1
Eratosthenes-PT-100_LTLS_15_F_,ufscc,64,spotba,75,1.820,2016-07-05.07:29:40,0,3777,494009,3866,519065,1,0,0,3866,3866,2,-1
Eratosthenes-PT-100_LTLS_3_F_,ufscc,64,spotba,75,1.800,2016-07-05.07:29:44,0,3604,492916,3691,517440,1,0,0,3691,3691,2,-1
Eratosthenes-PT-100_LTLS_8_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:29:49,0,3517,485900,3608,511488,1,0,0,3608,3608,2,-1
Eratosthenes-PT-100_LTLS_9_F_,ufscc,64,spotba,75,1.830,2016-07-05.07:29:53,0,3750,492843,3838,517611,1,0,0,3838,3838,2,-1
ERK-PT-001000_LTLF_13_F_,ufscc,64,spotba,1003,0.490,2016-07-05.07:29:55,0,39897,201686,44115,217213,0,0,45130,44115,43880,2,-1
ERK-PT-001000_LTLF_5_F_,ufscc,64,spotba,1010,0.540,2016-07-05.07:29:57,0,48190,445168,53916,475913,0,0,93822,53915,53913,4,-1
ERK-PT-001000_LTLF_9_F_,ufscc,64,spotba,1007,0.500,2016-07-05.07:29:58,0,44379,223557,49065,240516,0,0,48063,49044,48899,2,-1
ERK-PT-001000_LTLS_0_F_,ufscc,64,spotba,1060,0.500,2016-07-05.07:30:00,0,55456,269570,60115,286304,0,0,62143,60115,60098,2,-1
ERK-PT-001000_LTLS_10_F_,ufscc,64,spotba,1005,0.500,2016-07-05.07:30:02,0,47380,239057,51749,255212,0,0,52727,51748,51701,2,-1
ERK-PT-001000_LTLS_11_F_,ufscc,64,spotba,1005,0.520,2016-07-05.07:30:03,0,45404,228063,50331,245495,0,0,47340,50331,50328,2,-1
ERK-PT-001000_LTLS_12_F_,ufscc,64,spotba,1016,0.520,2016-07-05.07:30:05,0,48250,243193,53744,262279,0,0,55159,53744,53362,2,-1
ERK-PT-001000_LTLS_13_F_,ufscc,64,spotba,1003,0.480,2016-07-05.07:30:07,0,41677,213929,45789,229131,0,0,49369,45787,45715,2,-1
ERK-PT-001000_LTLS_14_F_,ufscc,64,spotba,1006,0.560,2016-07-05.07:30:08,0,47728,241033,54547,266007,0,0,56759,54545,54239,2,-1
ERK-PT-001000_LTLS_15_F_,ufscc,64,spotba,1034,0.540,2016-07-05.07:30:10,0,46858,239202,52765,260337,0,0,53394,52763,52415,2,-1
ERK-PT-001000_LTLS_1_F_,ufscc,64,spotba,1008,0.490,2016-07-05.07:30:11,0,48870,252423,54093,271121,0,0,56158,54089,53796,2,-1
ERK-PT-001000_LTLS_2_F_,ufscc,64,spotba,1004,0.530,2016-07-05.07:30:13,0,36092,185049,41969,207152,0,0,44181,41969,41944,2,-1
